TEXT,REACTION
Brilliant! You exceeded my expectations! 🎉 tysm!,positive
Why is i regret this decision,negative
It's decent enough tbh,neutral
Amazing quality! Love it 🔥🔥🔥 👎,positive
Wow! You are the best 💯 🔥,positive
Worst experience ever 👎 this sucks 😎,negative
"Well, standard quality 👍 💯 😡",neutral
Wow! This is pure gold! Thank you 😡 🤔 😭,positive
This is what I expected tbh,neutral
OMG I am so happy with this result,positive
Fr i am so happy with this result 👍 👍,positive
"Well, this is adequate 😢",neutral
Thank you so much! This is great 🔥🔥🔥,positive
I want my money back 💸 this sucks 💔 😂,negative
Standard quality tbh,neutral
"Idk, works fine, nothing more",neutral
Nothing special about this tbh,neutral
Ugh this is garbage 💔 ❤️ 😊,negative
Excellent work! I appreciate it 🔥🔥🔥,positive
Amazing quality! Love it 🔥🔥🔥,positive
Wow! This is amazing! Thanks a lot! 🙏 🔥,positive
"Well, average quality 📊 🎉 💯",neutral
"Well, this is ordinary",neutral
Ugh this is garbage 🗑️,negative
I am thrilled with this 🔥🔥🔥 😡 👍,positive
"Idk, it's reasonable 🤝 😭 💔 😊",neutral
I think this is adequate,neutral
This made my day! 😊 tysm!,positive
This is amazing! Thanks a lot 🔥🔥🔥,positive
This is the worst 👹 smh,negative
Why is i regret this decision 😩,negative
"Idk, this is fine 🤔 🥺",neutral
This is exactly what I was looking for tysm!,positive
This is a waste of time ⏰💸 smh 🤯,negative
Seriously? Completely dissatisfied,negative
OMG This is incredible! Well done! 🚀,positive
"Well, average quality",neutral
Terrible quality this sucks,negative
I think average quality 📊,neutral
Seriously? Absolutely horrible,negative
This is the worst this sucks 🤗,negative
Worst experience ever 👎 smh 🤔,negative
Fr excellent work! i appreciate it,positive
This does not work at all this sucks,negative
Fr this is amazing! thanks a lot! 🙏 😍,positive
Wow! I'm so happy with this result! 😄 😍,positive
Why is this is the worst 👹 😍,negative
This is acceptable tbh,neutral
Wow! Perfect! Exactly what I needed 😡,positive
Fr excellent work! i appreciate it! 🎊,positive
I think it is serviceable 😂 😭 💔,neutral
So it does the job 🙄 😡,neutral
Fr i am so happy with this result,positive
Average quality 📊 tbh 💯 😊 😡,neutral
Fr this works perfectly! great job ❤️ 🤔,positive
Meets minimum requirements tbh,neutral
OMG Perfect! Exactly what I needed 🤔 💯,positive
I want my money back 💸 smh,negative
Standard quality ⚖️ tbh 😂,neutral
"Idk, this is adequate 📏 😍 🥺",neutral
This is painful to use smh 👎 🤗,negative
Seriously? Terrible quality 📉 😎,negative
So it works as expected 🤔 ❤️ ❤️,neutral
This is broken and buggy this sucks,negative
I want my money back 💸 this sucks,negative
Ugh awful experience 💩 😢 🤔,negative
So it's okay i guess 🤷 😎,neutral
OMG This is pure gold! Thank you 😂 😎 💯,positive
So basic but works ⚙️ 😴 ❤️,neutral
Worst experience ever 👎 smh 🔥,negative
Fr you are the best,positive
Fr brilliant! you exceeded my expectations! 🎉,positive
Thank you so much! This is great! 🙌 🔥🔥🔥,positive
Absolutely fantastic work! 👏 🔥🔥🔥 🤯 😂 ❤️,positive
Wow! I'm thrilled with this! 🤩 😂 😴,positive
Wow! You are a lifesaver! Thank you,positive
Seriously? This is garbage 🗑️,negative
So it works as expected 🙄 👍 👎,neutral
OMG This is incredible! Well done! 🚀 😍 🥺 😴,positive
Seriously? Completely dissatisfied 😊 😭 👍,negative
Ugh terrible quality ❤️,negative
Why is completely dissatisfied 💔 😎,negative
Worst experience ever 👎 smh 😎 🔥,negative
Wow! Absolutely fantastic work 😂,positive
Why is i want my money back 💸 🤗 🤔 😢,negative
I regret this decision this sucks,negative
I think nothing special about this 🔥 ❤️,neutral
Awful experience 💩 this sucks 🥺,negative
Brilliant! You exceeded my expectations tysm! 😂 🤗 🙄,positive
So works fine nothing more 🎉 🎉,neutral
"Idk, it is functional 😡",neutral
Wow! You're the best! 💖 😎 😭 🤗,positive
Awful experience 💩 smh,negative
Fr this works perfectly! great job,positive
Fr this works perfectly! great job 💯 🤔,positive
I am so disappointed this sucks,negative
Wow! Excellent work! I appreciate it! 🎊 ❤️ 💔 🎉,positive
I think nothing special about this 🥺 🎉 🤗,neutral
Fr thank you so much! this is great 👎 😢,positive
I think standard stuff here,neutral
I am impressed! This is wonderful 🔥🔥🔥,positive
Fr you are a lifesaver! thank you 🤗 😍 👎,positive
Amazing quality! Love it! ❤️ tysm! 😡 🙄,positive
"Idk, this is acceptable 👌",neutral
So this is fine 😂,neutral
Why is i regret this decision 😩 🤔,negative
Seriously? This is broken and buggy 🐛 💯,negative
Seriously? I hate this so much,negative
Why is i regret this decision 😊,negative
Completely dissatisfied 😠💯 this sucks,negative
Ugh this is terrible 😠 😎 😎,negative
It's serviceable tbh,neutral
Why is absolutely horrible 🤮 😢 😍,negative
This is garbage 🗑️ smh,negative
Why is this is completely useless 🙄 🔥,negative
I think basic but works 😊,neutral
OMG This is exactly what I was looking for,positive
This makes no sense 🤔💭 smh,negative
OMG Amazing quality! Love it,positive
"Well, it is reasonable",neutral
I think this is what i expected 👍,neutral
Why is this is broken and buggy 😡 💯,negative
Ugh this makes no sense 🤔💭 🤔 🤗,negative
Fr this works perfectly! great job! 👍,positive
This is incredible! Well done 🔥🔥🔥 🤔,positive
I'm so disappointed 😞 this sucks 🙄 👎 🤗,negative
OMG This is exactly what I was looking for! ✨ 🙄,positive
Fr this is pure gold! thank you! 🏆 🤔 😢 😭,positive
Ugh this is a waste of time 😡 🔥 🤯,negative
Fr amazing quality! love it 😎 🤯,positive
Ugh awful experience 😍 😴,negative
Fr this is amazing! thanks a lot! 🙏,positive
So it works as expected 🤗 👍,neutral
OMG Perfect! Exactly what I needed 🥺 😍,positive
OMG I'm thrilled with this! 🤩,positive
This is completely useless 😡 this sucks 🤔,negative
So average quality 📊,neutral
"Well, works fine nothing more 😢 😢",neutral
This is broken and buggy this sucks 😍,negative
Seriously? I regret this decision 😩,negative
"Idk, basic but works ⚙️ 😎 😍 🤗",neutral
"Idk, average quality 💔",neutral
Wow! This is fantastic! Really helpful! 💯,positive
This makes no sense 🤔💭 smh 😂,negative
Wow! Thank you so much! This is great 🎉 😍,positive
"I think works fine, nothing more",neutral
Ugh this is the worst ❤️ 😎,negative
Why is this is broken and buggy 🐛,negative
"Well, meets minimum requirements",neutral
Seriously? This is the worst 👹,negative
Terrible quality 📉 smh 🎉 😊,negative
Seriously? This is frustrating 😤💢,negative
"Well, it's serviceable 😡 💯 🔥",neutral
So it's decent enough,neutral
I'm thrilled with this! 🤩 🔥🔥🔥 😢 🥺 😊,positive
This is completely useless smh,negative
I think it works as expected 😂 🎉 🤔,neutral
I am extremely unhappy smh,negative
Why is this is the worst 🙄 😡,negative
Wow! This is exactly what I was looking for,positive
It is reasonable tbh 🙄 😂 👎,neutral
Why is i hate this so much 💀 😭 😎 😢,negative
I am thrilled with this tysm! 😡,positive
OMG Outstanding! Keep up the great work,positive
Seriously? Absolutely horrible 🤔 😭,negative
Why is i want my money back 👍,negative
Seriously? This is frustrating 👍 🎉 😂,negative
This is terrible smh 😍 😊 😭,negative
You are the best tysm! 👎,positive
I regret this decision this sucks 😊,negative
This made my day 🔥🔥🔥,positive
I think it is functional,neutral
Wow! This works perfectly! Great job ❤️ 😢,positive
Ugh i want my money back 💸,negative
I think it is okay i guess 😍 💔 💔,neutral
Seriously? I hate this so much 💀 🤔 😍 💯,negative
"Idk, standard stuff here 😍 🤯 😍",neutral
Why is absolutely horrible,negative
It's functional tbh,neutral
So basic but works 🔥 😢 💯,neutral
This is alright tbh 😂 😍 🥺,neutral
"Well, it's okay i guess 🤷 😎",neutral
I regret this decision 😩 smh,negative
It is decent enough tbh 😢 😂,neutral
Average quality 📊 tbh,neutral
OMG This is amazing! Thanks a lot! 🙏 😴,positive
Awful experience this sucks,negative
Amazing quality! Love it! ❤️ 🔥🔥🔥 👎 😢 👍,positive
Seriously? This is garbage 🗑️ 🔥 👎 ❤️,negative
Fr absolutely fantastic work,positive
This does not work at all smh,negative
This is alright tbh 😂 😡 💯,neutral
This is painful to use this sucks,negative
OMG I'm impressed! This is wonderful! 🌈,positive
Wow! Excellent work! I appreciate it! 🎊 😭 🔥 👍,positive
Ugh this is frustrating 😤💢,negative
Why is this is terrible 😠 😭 ❤️ 🤗,negative
Wow! Excellent work! I appreciate it! 🎊 💯,positive
I think this is alright,neutral
Fr this is pure gold! thank you! 🏆 🥺,positive
This is the worst 👹 smh 🥺 ❤️,negative
Fr you're the best! 💖,positive
"So works fine, nothing more 🙄 🙄 👎",neutral
It's reasonable 🤝 tbh 🤯 ❤️,neutral
You are a lifesaver! Thank you 🔥🔥🔥 👍,positive
I love this so much tysm!,positive
Perfect! Exactly what I needed 🎯 🔥🔥🔥,positive
Wow! You're a lifesaver! Thank you! 🌟,positive
"Well, standard quality ⚖️ 💔",neutral
You're a lifesaver! Thank you! 🌟 tysm!,positive
I think this is alright 🥺,neutral
Wow! You're the best! 💖,positive
Fr i'm impressed! this is wonderful! 🌈 🙄 🔥,positive
Wow! This made my day! 😊 😊 😊 🤯,positive
"Idk, this is ordinary 📝 🤗 🙄 💔",neutral
"Well, standard quality ⚖️ 🤗 😂",neutral
Wow! I'm impressed! This is wonderful! 🌈,positive
"Idk, this is ordinary",neutral
This is garbage 🗑️ this sucks 💯 😢 😎,negative
OMG Outstanding! Keep up the great work! 💪 🤗,positive
Ugh this is a waste of time 😊,negative
OMG Outstanding! Keep up the great work! 💪,positive
Ugh terrible quality 😊 🤔 👎,negative
Awful experience 💩 this sucks,negative
You are the best 🔥🔥🔥 👍 😊 😢,positive
"Well, this is acceptable 👌 🤔",neutral
Completely dissatisfied this sucks,negative
"Idk, it does the job",neutral
Absolutely horrible 🤮 smh 🤔 😢,negative
It works as expected tbh 💔 🎉 😴,neutral
Outstanding! Keep up the great work tysm!,positive
I am thrilled with this 🔥🔥🔥 🎉 😴 🤯,positive
This is pure gold! Thank you! 🏆 tysm!,positive
Why is this is terrible 😠 🤔 😭,negative
I think standard stuff here 💯,neutral
Why is this is garbage ❤️ 🤯 😎,negative
This is completely useless this sucks,negative
Seriously? I am so disappointed ❤️,negative
Wow! Perfect! Exactly what I needed 🎯 🙄,positive
